,best_alpha_d1,best_alpha_d2,best_alpha_d3,best_alpha_d4,cross_val_PCA_d1,cross_val_PCA_d2,cross_val_PCA_d3,cross_val_PCA_d4,cross_val_d1,cross_val_d2,cross_val_d3,cross_val_d4,nest_cross_val_d1,nest_cross_val_d2,nest_cross_val_d3,nest_cross_val_d4,r2_d1,r2_d2,r2_d3,r2_d4,sklearn_cv_d1,sklearn_cv_d2,sklearn_cv_d3,sklearn_cv_d4,sklearn_test_error_d1,sklearn_test_error_d2,sklearn_test_error_d3,sklearn_test_error_d4,test_error_d1,test_error_d2,test_error_d3,test_error_d4
0,0.01,0.01,19.150000000000002,0.01,0.1556,0.1556,0.4564,0.4561,0.0144,0.0144,0.3583,0.3575,0.0144,0.0144,0.3583,0.3575,0.6329109370945205,0.645254876797907,0.6240210593512628,0.6284327024873626,0.0144,0.0144,0.3583,0.3575,0.01370872311583672,0.014283981093472956,0.36019255671646044,0.35624241924485767,0.014070929533145314,0.014348308100347878,0.3712965547081176,0.37784182118155435
